Public Food Key,Classification,Category,Categoría,Food Name,Nombre en español,"Energy, with dietary fibre (kJ)","Energy, with dietary fibre (kcal)","Energy, without dietary fibre (kJ)","Energy, without dietary fibre (kcal)",Moisture (water) (g),Protein (g),Nitrogen (g),Total fat (g),Ash (g),Total dietary fibre (g),Alcohol (g),Fructose (g),Glucose (g),Sucrose (g),Maltose (g),Lactose (g),Galactose (g),Maltotriose (g),Total sugars (g),Added sugars (g),Free sugars (g),Starch (g),Dextrin (g),Glycerol (g),Glycogen (g),Inulin (g),Mannitol (g),Maltodextrin (g),Oligosaccharides (g),Raffinose (g),Stachyose (g),Sorbitol (g),Resistant starch (g),"Available carbohydrate, without sugar alcohols (g)","Available carbohydrate, with sugar alcohols (g)",Acetic acid (g),Citric acid (g),Fumaric acid (g),Lactic acid (g),Malic acid (g),Oxalic acid (g),Propionic acid (g),Quinic acid (g),Succinic acid (g),Tartaric acid (g),Aluminium (Al) (ug),Antimony (Sb) (ug),Arsenic (As) (ug),Cadmium (Cd) (ug),Calcium (Ca) (mg),Chromium (Cr) (ug),Chloride (Cl) (mg),Cobalt (Co) (ug),Copper (Cu) (mg),Fluoride (F) (ug),Iodine (I) (ug),Iron (Fe) (mg),Lead (Pb) (ug),Magnesium (Mg) (mg),Manganese (Mn) (mg),Mercury (Hg) (ug),Molybdenum (Mo) (ug),Nickel (Ni) (ug),Phosphorus (P) (mg),Potassium (K) (mg),Selenium (Se) (ug),Sodium (Na) (mg),Sulphur (S) (mg),Tin (Sn) (ug),Zinc (Zn) (mg),Retinol (preformed vitamin A) (ug),Alpha-carotene (ug),Beta-carotene (ug),Cryptoxanthin (ug),Beta-carotene equivalents (provitamin A) (ug),Vitamin A retinol equivalents (ug),Lutein (ug),Lycopene (ug),Xanthophyl (ug),Thiamin (B1) (mg),Riboflavin (B2) (mg),Niacin (B3) (mg),Niacin derived from tryptophan (mg),Niacin derived equivalents (mg),Pantothenic acid (B5) (mg),Pyridoxine (B6) (mg),Biotin (B7) (ug),Cobalamin (B12) (ug),"Folate, natural (ug)",Folic acid (ug),Total folates (ug),Dietary folate equivalents (ug),Vitamin C (mg),Cholecalciferol (D3) (ug),Ergocalciferol (D2) (ug),25-hydroxy cholecalciferol (25-OH D3 (ug),25-hydroxy ergocalciferol (25-OH D2) (ug),Vitamin D3 equivalents (ug),Alpha tocopherol (mg),Alpha tocotrienol (mg),Beta tocopherol (mg),Beta tocotrienol (mg),Delta tocopherol (mg),Delta tocotrienol (mg),Gamma tocopherol (mg),Gamma tocotrienol (mg),Vitamin E (mg),C4 (%),,C6 (%),,C8 (%),,C10 (%),,C11 (%),,C12 (%),,C13 (%),,C14 (%),,C15 (%),,C16 (%),,C17 (%),,C18 (%),,C19 (%),,C20 (%),,C21 (%),,C22 (%),,C23 (%),,C24 (%),,Total saturated fatty acids (%),,C12:1 (%),,C14:1 (%),,C15:1 (%),,C16:1 (%),,C17:1 (%),,C18:1 (%),,C20:1 (%),,C22:1 (%),,C24:1 (%),,Total monounsaturated fatty acids (%),,C16:2w4 (%),,C16:3 (%),,C18:2w6 (%),,C18:3w3 (%),,C18:3w4 (%),,C18:3w6 (%),,C18:4w1 (%),,C18:4w3 (%),,C20:2w6 (%),,C20:3w3 (%),,C20:3w6 (%),,C20:4w3 (%),,C20:4w6 (%),,C20:5w3 (%),,C22:2w6 (%),,C22:4w6 (%),,C22:5w3 (%),,C22:5w6 (%),,C22:6w3 (%),,Other polyunsaturated fatty acids (%),,Total polyunsaturated fatty acids (%),,Total long chain omega 3 fatty acids (%),,Total undifferentiated fatty acids (%),,Total trans fatty acids (%),,Caffeine (mg),Cholesterol (mg),Tryptophan (mg/g N),,Alanine (mg/g N),,Arginine (mg/g N),,Aspartic acid (mg/g N),,Cystine plus cysteine (mg/g N),,Glutamic acid (mg/g N),,Glycine (mg/g N),,Histidine (mg/g N),,Isoleucine (mg/g N),,Leucine (mg/g N),,Lysine (mg/g N),,Methionine (mg/g N),,Phenylalanine (mg/g N),,Proline (mg/g N),,Serine (mg/g N),,Threonine (mg/g N),,Tyrosine (mg/g N),,Valine (mg/g N),,wiki,wiki (es)
F008933,31303,Stock cubes and seasonings ,cubitos de caldo y condimentos,"Stock, dry powder or cube","Stock, polvo seco o cubo",900,215,900,215,3.6,11.3,1.81,8.9,55.4,0,0,0.1,0.1,4.1,0,0,,,4.3,2.8,2.8,18.2,,,,,,,,,,,,22.5,22.5,,,,,,,,,,,,,,,71,,32100,,0,50,44,2.5,,25,0.49,,,,200,250,6,18400,130,,0.4,0,0,24,0,24,4,,,,0.13,0.14,3.1,1.56,4.66,0.44,0.1,5.3,0,14,0,14,14,0,0,0,0,0,0,0,,,,,,,,0,,,0,0,0,0,0,0,,,0.3,0.03,,,1.1,0.09,0,0,44.2,3.76,0.1,0.01,5.4,0.46,,,0.4,0.03,,,0,0,,,0,0,51.5,4.38,,,,,,,,,,,,,,,,,,,35.97,3.06,,,,,7.8,0.66,0.1,0.01,,,,,,,,,,,0,0,,,,,0,0,0,0,,,,,0,0,,,0,0,,,7.86,0.67,0,0,,,5.2,439.03,0,0,51,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,American basketball player,baloncestista estadounidense
F009072,31303,Stock cubes and seasonings ,cubitos de caldo y condimentos,"Taco seasoning mix, chilli-based","Mezcla para sazonar tacos, chile-basado",1010,241,931,223,6.8,5.9,0.94,4.1,25.9,9.9,0,2,1.1,9.3,0,6.8,,,19.2,11.2,11.2,20.5,,,,,,,,,,,,39.7,39.7,,1.7,,0,0.4,,,0.2,,,,,,,240,,14000,,0.34,0,6,6.3,,76,0.74,,,,200,700,6,9350,,,0.91,0,0,1400,,1400,233,,,,0.13,0.25,2.2,0,2.2,0.47,0.31,,0,0,0,0,0,0,0,0,0,0,0,3.7,,,,,,,,3.7,0,0,0,0,0.6,0.02,0.5,0.02,,,4.2,0.16,,,2.5,0.1,0,0,15.4,0.6,0,0,4.2,0.16,,,0.2,0.01,,,0.2,0.01,,,0.1,0,27.9,1.1,,,0,0,,,0.4,0.02,,,23.2,0.91,0,0,0,0,0,0,23.6,0.92,,,,,45.6,1.79,2.8,0.11,,,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,,,48.4,1.9,0,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mexican dish consisting of a corn or wheat tortilla folded or rolled around a filling, salsa and guacamole",platillo mexicano
F000247,31501,Chemical raising agents and cooking ingredients ,Química agentes e ingredientes de cocina elevando,"Baking powder, dry powder","La levadura en polvo, polvo seco",365,87,361,86,4,0.8,0.14,0.3,27.8,0.4,0,,,,,,,,0.1,0,0,19.8,,,,,,,,,,,,19.8,19.8,,,,,,,,,,,,,,,6,,,,,,1,2.02,,9,,,,,29,8267,1.6,6868,,,0.36,0,,0,,0,0,,,,0.026,0.001,0.41,0.16,0.57,,0.02,,0,3,0,3,3,0,0,0,0,0,0,0.1,,,,,,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,0.07,,,,,,0.09,,0.01,,,,,,,,,,,,,,,,,,,,0.25,,,,,,0,,,,0,,,,0.1,,0.249,,,,0,0,0,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,food producing method using prolonged dry heat acting by convection,proceso de cocción por medio de calor seco
F000248,31501,Chemical raising agents and cooking ingredients ,Química agentes e ingredientes de cocina elevando,"Baking soda (bicarbonate), dry powder","El bicarbonato de sodio (bicarbonato), polvo seco",0,0,0,0,0.2,0,0,0,36.9,0,0,,,,,,,,0,0,0,0,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,0,,,,,,0,0,,0,,,,,0,0,0.2,27360,,,0,0,,0,,0,0,,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,food producing method using prolonged dry heat acting by convection,proceso de cocción por medio de calor seco
F003250,31501,Chemical raising agents and cooking ingredients ,Química agentes e ingredientes de cocina elevando,"Cream of tartar, dry powder","Crema de tártaro, polvo seco",2,0,0,0,1.7,0,0,0,36.8,0.2,0,,,,,,,,0,0,0,0,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,8,,,,,,0,3.72,,2,,,,,5,16500,0.2,52,,,0.42,0,,0,,0,0,,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dairy product,sustancia de consistencia grasa obtenida de la leche
F004196,31502,Gelatine ,Gelatina,"Gelatine, all types","Gelatina, todos los tipos",1449,346,1449,346,11,84.4,15.2,0.4,1.8,0,0,0,0,0,0,0,,,0,0,0,0,0,,,,,,,,,,,0,0,,,,,,,,,,,,,,,250,,470,,0.07,6500,0,2.1,,15,0.13,,,,32,7,6,330,1500,,0.4,0,0,0,0,0,0,,,,0,0,0,0.26,0.26,0,0,0.4,0,30,0,30,30,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,0.19,,,,,,,,,,,,,,,,,,,42.86,0.16,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,0,0,7.14,0.03,7.14,0.03,0,0,,,0,0,0,0,1,15,606,9211,539,8193,407,6186,12,182,701,10655,1210,18392,50,760,113,1718,216,3283,261,3967,52,790,139,2113,821,12479,252,3830,137,2082,43,654,174,2645,mixture of peptides and proteins derived from connective tissues of animals,coloide gel que se obtiene a partir del colágeno procedente del tejido conectivo de animales
F004220,12103,Cereal flours and starches,harinas de cereales y almidones,"Gluten, from wheat (vital wheat gluten)","El gluten, a partir de trigo (gluten vital de trigo)",1507,360,1502,359,8.2,75.2,12.89,0,1,0.6,0,,,,,,,,0,0,0,13.2,,,,,,,,,,,,13.2,13.2,,,,,,,,,,,,,,,142,,,,,,3,5.2,,25,,,,,260,100,39.7,29,,,0.85,0,,0,,0,0,,,,0,0,0,13.52,13.52,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.97,0,,,,,,,,,,,,,,,,,,,12.6,0,,,,,61.6,0,3.9,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,0,0,,,65.51,0,0,0,,,0,0,0,0,62,795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"protein composite found in wheat and related grains, including barley and rye",Proteína vegetal
F008831,24102,Potato products ,productos de patata,"Starch, potato","El almidón, la patata",1332,318,1285,307,19.1,0,0,0.5,3.1,5.9,0,0,0,0,0,0,,,0,0,0,74.5,,,,,,,,,,,,74.5,74.5,,,,,,,,,,,,,,,14,,,,0,,0,0.3,,5,0.12,,,,102,43,1.1,9,,,0.1,0,0,0,0,0,0,,,,0,0,0,0,0,,0.77,,0,25,0,25,25,0,0,0,0,0,0,0.2,,,,,,,,0.25,0,0,0,0,0.3,0,0.5,0,,,0.8,0,,,1.7,0.01,2.6,0.01,18.6,0.07,1.3,0,8.9,0.04,,,0,0,,,3.5,0.01,,,6.6,0.03,44.8,0.18,,,0,0,0,0,2.3,0.01,0,0,13.4,0.05,6.6,0.03,0,0,,,22.3,0.09,,,,,15.4,0.06,14.4,0.06,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,,,0,0,,,29.8,0.12,0,0,,,0,0,0,0,104,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,carbohydrate consisting of a large number of glucose units joined by glycosidic bonds,polisacárido de reserva alimenticia predominante en las plantas
F009351,31401,Essences,esencias,"Vanilla, artificial or imitation","Vainilla, artificial o imitación",231,55,231,55,85.6,0,0,0,0.1,0,0,,,,,,,,14.4,0,0,0,,,,,,,,,,,,14.4,14.4,,,,,,,,,,,,,,,3,,,,,,0.2,0.05,,1,,,,,0,0,0,3,,,0.01,0,,0,,0,0,,,,0.003,0.029,0.13,0,0.13,,0.01,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,genus of plants,género de plantas de la familia Orchidaceae
F009350,31401,Essences,esencias,Vanilla bean extract,extracto de vainilla,1203,288,1203,288,52.6,0.1,0.01,0.1,0.3,0,34.4,,,,,,,,12.6,0,0,0,,,,,,,,,,,,12.6,12.6,,,,,,,,,,,,,,,11,,,,,,0.2,0.12,,12,,,,,6,148,0,9,,,0.11,0,,0,,0,0,,,,0.011,0.095,0.42,0,0.42,,0.03,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.67,0.02,,,,,,,,,,,,,,,,,,,41.67,0.02,,,,,12.5,0.01,4.2,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,0,0,,,16.67,0.01,0,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,genus of plants,género de plantas de la familia Orchidaceae
F009606,31101,Yeast,Levadura,"Yeast, dry powder","La levadura, polvo seco",1126,269,910,217,6,36.4,5.82,5,4.8,26.9,0,0,0,0,0,0,,,0,0,0,6.3,,,,,,,,,,,,6.3,6.3,,,,,,,,,,,,,,,18,,310,,0.57,31,5.5,3.5,,95,0.28,,,,860,1470,1,170,320,,18,0,0,0,0,0,0,,,,0.59,0.12,28,6.13,34.13,4.3,0.82,200,0,2340,0,2340,2340,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.79,0.75,,,,,,,,,,,,,,,,,,,80.89,3.24,,,,,0.3,0.01,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,0,0,,,0.32,0.01,0,0,,,0,0,0,0,62,361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,informal group of fungi,hongo microscópico unicelular
F000996,29101,"Beers, > 3.5% alcohol ","Cervezas,> 3,5% de alcohol","Beer, high alcohol (5% v/v & above)","Beer, elevado de alcohol (5% v / v y más arriba)",176,42,176,42,92.8,0.5,0.08,0,0,0,4.6,0,0,0,0.2,0,,0.1,0.2,0,0,0,1.3,,,,,0.5,,,,,,2.1,2.1,0,0,,0,0,,,0,0,0.1,1.6,0,0,0,4,0.2,39,,0.003,60.6,0,0.01,0,9,0.226,0,0.2,1,23,55,0,4,8,0,0,0,0,0,0,0,0,,,,0,0.04,0,0.06,0.06,0,0.03,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,0,0,,,0,0,0,0,,,0,0,0,0,42,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alcoholic drink,bebida alcohólica hecha de granos de cereales fermentados.
F000994,29101,"Beers, > 3.5% alcohol ","Cervezas,> 3,5% de alcohol","Beer, full strength (alcohol 4-4.9% v/v)","Beer, la fuerza completa (alcohol 4-4,9% v / v)",153,37,153,37,93.9,0.4,0.06,0,0.1,0,3.7,0,0,0,0,0,,0,0.1,0,0,0,1.8,,,,,0.4,,,,,,2.3,2.3,0,0,,0,0,,,0,0,0.1,1.9,0,0,0,4,0.2,25,,0.002,50.5,0,0,0,6,0.034,0,0,1,16,36,0,5,11,0,0,0,0,0,0,0,0,,,,0,0.03,0,0.05,0.05,0,0.03,0.9,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,0,0,,,0,0,0,0,,,0,0,0,0,42,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alcoholic drink,bebida alcohólica hecha de granos de cereales fermentados.
F000995,29101,"Beers, > 3.5% alcohol ","Cervezas,> 3,5% de alcohol","Beer, full strength (alcohol 4-4.9% v/v), carbohydrate modified","Beer, la fuerza completa (alcohol 4-4,9% v / v), hidratos de carbono modificado",127,30,127,30,95.5,0.3,0.05,0,0,0,3.6,0,0,0,0,0,,0,0,0,0,0,0.8,,,,,0.2,,,,,,1,1,0,0,,0,0,,,0,0,0,1.3,,0,0,3,0,19,,0.001,70.7,0,0.01,0,5,0.008,,0,1,16,28,0,4,7,,0,0,0,0,0,0,0,,,,0,0,0,0.03,0.03,0,0.03,0.9,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,0,0,,,0,0,0,0,,,0,0,0,0,42,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alcoholic drink,bebida alcohólica hecha de granos de cereales fermentados.
F001006,29102,"Beers, 1.15- 3.5% alcohol, reduced alcohol / light ","Beers, 1.15- 3,5% de alcohol, la reducción de alcohol / luz","Beer, mid-strength (alcohol 3-3.9% v/v)","Beer, a mediados de la fuerza (alcohol 3-3,9% v / v)",129,31,129,31,95,0.3,0.05,0,0,0,3,0,0,0,0,0,,0.1,0,0,0,0,2,,,,,0,,,,,,2.2,2.2,0,0,,0,0,,,0,0,0.1,2.1,,0,0,4,0,28,,0.002,82.82,0,0,0,5,0.008,,0,1,12,31,0,3,7,,0,0,0,0,0,0,0,,,,0,0,0,0.03,0.03,0,0.03,0.9,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,0,0,,,0,0,0,0,,,0,0,0,0,42,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alcoholic drink,bebida alcohólica hecha de granos de cereales fermentados.
F001004,29102,"Beers, 1.15- 3.5% alcohol, reduced alcohol / light ","Beers, 1.15- 3,5% de alcohol, la reducción de alcohol / luz","Beer, light (alcohol 1- less than 3% v/v)","Beer, la luz (alcohol 1- menos de 3% v / v)",101,24,101,24,95.4,0.2,0.03,0,0,0,2.1,0,0,0,0,0,,0,0,0,0,0,1.9,,,,,0.2,,,,,,2.2,2.2,0,0,,0,0,,,0,0,0,0,,0,0,3,0,28,,0.001,82.82,0,0,0,5,0.006,,0,1,12,28,0,3,7,,0,0,0,0,0,0,0,,,,0,0,0,0.02,0.02,0,0.03,0.9,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,0,0,,,0,0,0,0,,,0,0,0,0,42,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alcoholic drink,bebida alcohólica hecha de granos de cereales fermentados.
F000051,29301,Spirits ,Espíritu,"Alcoholic beverage, spirit, approximately 40% v/v, all (Brandy, Gin, Rum, Vodka and Whisky)","Bebidas alcohólicas, alcohol, aproximadamente 40% v / v, todos (Brandy, ginebra, ron, vodka y whisky)",857,205,857,205,64.2,0,0,0,0,0,29.5,0,0,0.1,0,0,,,0.1,0,0,0,,,,,,,,,,,,0.1,0.1,,,,,,,,,,,,,,,1,,0,,0.006,43.2,0,0.05,,0,0,,,,0,1,0,3,0,,0.02,0,,0,,0,0,,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,person with a history of physical or psychological dependence on ethanol,
F000050,29301,Spirits ,Espíritu,"Alcoholic beverage, spirit, approximately 30% v/v, all (Brandy, Gin, Rum, Vodka and Whisky), cooked","Bebidas alcohólicas, alcohol, aproximadamente 30% v / v, todos (Brandy, ginebra, ron, vodka y whisky), cocinado",290,69,290,69,83,0,0,0,0,0,9.8,0,0,0.3,0,0,,,0.3,0,0,0,,,,,,,,,,,,0.3,0.3,,,,,,,,,,,,,,,1,,1,,0.01,61.44,0,0.06,,1,0,,,,0,1,0,2,2,,0.06,0,,0,,0,0,,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,person with a history of physical or psychological dependence on ethanol,
F002955,29401,Cider,Sidra,"Cider, apple (alcohol approximately 4-5% v/v)","Sidra, manzana (alcohol aproximadamente 4-5% v / v)",211,50,211,50,90.1,0,0,0,0,0,4,1.6,1.7,2.3,0,0,,,5.7,0,5.7,0,,,,,,,,,,,,5.7,5.7,0,0.2,,0,0.3,,,,0,0,26.5,,0,0,3,0.3,0,,0.006,0.07,0,0.02,0.1,2,0.013,,0,,12,56,0,3,,,0.01,0,0,0,0,0,0,,,,0,0,0,0,0,0,0.02,,0,0,0,0,0,2,0,0,0,0,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,0,0,,,0,0,0,0,,,0,0,0,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fermented alcoholic beverage from apple juice,bebida alcohólica producida de la fermentación de la manzana
F009572,29201,"Wines, red (including sparkling varieties and rose styles)","Vinos, rojo (incluyendo variedades espumosos y rosados ​​estilos)","Wine, red, cabernet sauvignon","Vino, rojo, Cabernet Sauvignon",329,79,329,79,85.2,0.3,0.05,0,0.3,0,10.9,0.1,0.1,0,0,0,,,0.2,0,0.2,0,,,,,,,,,,,,0.2,0.2,0,0,,0.2,0,,,0,0.2,0.2,20.9,,0,0,7,1,24,,0.024,18.81,1.7,0.15,0,13,0.113,,0,,35,116,0,4,14,,0.07,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,0,0,,,0,0,0,0,,,0,0,0,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alcoholic drink typically made from grapes,bebida alcohólica obtenida de la uva
F009574,29201,"Wines, red (including sparkling varieties and rose styles)","Vinos, rojo (incluyendo variedades espumosos y rosados ​​estilos)","Wine, red, merlot","Vino, rojo, merlot",326,78,326,78,85.4,0.3,0.05,0,0.2,0,10.8,0.2,0.2,0,0,0,,,0.4,0,0.4,0,,,,,,,,,,,,0.4,0.4,0,0,,0.1,0,,,0,0.1,0.3,20.7,,0,0,7,0.6,24,,0.022,18.81,1.5,0.17,0,12,0.11,,0,,26,90,0,5,14,,0.07,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,0,0,,,0,0,0,0,,,0,0,0,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alcoholic drink typically made from grapes,bebida alcohólica obtenida de la uva
F009575,29201,"Wines, red (including sparkling varieties and rose styles)","Vinos, rojo (incluyendo variedades espumosos y rosados ​​estilos)","Wine, red, pinot noir","Vino, rojo, Pinot Noir",318,76,318,76,86,0.2,0.03,0,0.3,0,10.6,0,0.1,0,0,0,,,0.2,0,0.2,0,,,,,,,,,,,,0.2,0.2,0.1,0,,0.2,0,,,0,0.1,0.2,22.4,,0,0,7,0.8,24,,0.015,18.81,0,0.17,0,15,0.156,,0,,32,90,0,2,14,,0.1,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,0,0,,,0,0,0,0,,,0,0,0,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alcoholic drink typically made from grapes,bebida alcohólica obtenida de la uva
F009577,29201,"Wines, red (including sparkling varieties and rose styles)","Vinos, rojo (incluyendo variedades espumosos y rosados ​​estilos)","Wine, red, shiraz","Vino, rojo, Shiraz",338,81,338,81,84.6,0.2,0.03,0,0.3,0,11.4,0.1,0.1,0,0,0,,,0.1,0,0.2,0,,,,,,,,,,,,0.1,0.1,0,0,,0.1,0,,,0,0.2,0.3,16.7,,0,0,6,1,24,,0.017,18.81,2.2,0.18,0,15,0.122,,0,,32,114,0,7,14,,0.09,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,0,0,,,0,0,0,0,,,0,0,0,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alcoholic drink typically made from grapes,bebida alcohólica obtenida de la uva
